Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
China,81093.0,39.0,3270.0,9.0,72703.0,5120.0,1749.0,56.0
Italy,59138.0,0.0,5476.0,0.0,7024.0,46638.0,3000.0,978.0
USA,34717.0,1171.0,452.0,33.0,178.0,34087.0,795.0,105.0
Spain,28768.0,0.0,1772.0,0.0,2575.0,24421.0,1785.0,615.0
Germany,24873.0,0.0,94.0,0.0,266.0,24513.0,23.0,297.0
Iran,21638.0,0.0,1685.0,0.0,7913.0,12040.0,0.0,258.0
France,16018.0,0.0,674.0,0.0,2200.0,13144.0,1746.0,245.0
S. Korea,8961.0,64.0,111.0,7.0,3166.0,5684.0,59.0,175.0
Switzerland,7474.0,0.0,98.0,0.0,131.0,7245.0,141.0,864.0
UK,5683.0,0.0,281.0,0.0,135.0,5267.0,20.0,84.0
Netherlands,4204.0,0.0,179.0,0.0,2.0,4023.0,354.0,245.0
Austria,3582.0,0.0,16.0,0.0,9.0,3557.0,15.0,398.0
Belgium,3401.0,0.0,75.0,0.0,340.0,2986.0,288.0,293.0
Norway,2385.0,0.0,7.0,0.0,6.0,2372.0,28.0,440.0
Sweden,1934.0,0.0,21.0,0.0,16.0,1897.0,76.0,191.0
Australia,1629.0,20.0,7.0,0.0,88.0,1534.0,11.0,64.0
Portugal,1600.0,0.0,14.0,0.0,5.0,1581.0,26.0,157.0
Brazil,1546.0,0.0,25.0,0.0,2.0,1519.0,18.0,7.0
Canada,1470.0,0.0,20.0,0.0,14.0,1436.0,1.0,39.0
Denmark,1395.0,0.0,13.0,0.0,1.0,1381.0,42.0,241.0
Malaysia,1306.0,0.0,10.0,0.0,139.0,1157.0,26.0,40.0
Turkey,1236.0,0.0,30.0,0.0,0.0,1206.0,0.0,15.0
Czechia,1120.0,0.0,1.0,0.0,6.0,1113.0,19.0,105.0
Japan,1101.0,0.0,41.0,0.0,235.0,825.0,49.0,9.0
Israel,1071.0,0.0,1.0,0.0,37.0,1033.0,18.0,124.0
Ireland,906.0,0.0,4.0,0.0,5.0,897.0,29.0,183.0
Luxembourg,798.0,0.0,8.0,0.0,6.0,784.0,3.0,1275.0
Ecuador,789.0,0.0,14.0,0.0,3.0,772.0,2.0,45.0
Pakistan,776.0,0.0,5.0,0.0,13.0,758.0,0.0,4.0
Diamond Princess,712.0,0.0,8.0,0.0,567.0,137.0,15.0,0.0
Poland,634.0,0.0,7.0,0.0,13.0,614.0,3.0,17.0
Chile,632.0,0.0,1.0,0.0,8.0,623.0,7.0,33.0
Finland,626.0,0.0,1.0,0.0,10.0,615.0,12.0,113.0
Greece,624.0,0.0,15.0,0.0,19.0,590.0,18.0,60.0
Thailand,599.0,0.0,1.0,0.0,44.0,554.0,7.0,9.0
Iceland,568.0,0.0,1.0,0.0,5.0,562.0,1.0,1665.0
Indonesia,514.0,0.0,48.0,0.0,29.0,437.0,0.0,2.0
Saudi Arabia,511.0,0.0,0.0,0.0,17.0,494.0,0.0,15.0
Qatar,494.0,0.0,0.0,0.0,33.0,461.0,6.0,171.0
Singapore,455.0,0.0,2.0,0.0,144.0,309.0,14.0,78.0
Romania,433.0,0.0,3.0,0.0,64.0,366.0,14.0,23.0
Slovenia,414.0,0.0,2.0,0.0,0.0,412.0,12.0,199.0
India,396.0,0.0,7.0,0.0,24.0,365.0,0.0,0.3
Philippines,380.0,0.0,25.0,0.0,15.0,340.0,1.0,3.0
Russia,367.0,0.0,1.0,0.0,16.0,350.0,0.0,3.0
Peru,363.0,0.0,5.0,0.0,1.0,357.0,5.0,11.0
Bahrain,334.0,0.0,2.0,0.0,149.0,183.0,3.0,196.0
Egypt,327.0,0.0,14.0,0.0,56.0,257.0,0.0,3.0
Estonia,326.0,0.0,0.0,0.0,4.0,322.0,2.0,246.0
Hong Kong,318.0,0.0,4.0,0.0,100.0,214.0,4.0,42.0
Panama,313.0,0.0,3.0,0.0,1.0,309.0,7.0,73.0
South Africa,274.0,0.0,0.0,0.0,2.0,272.0,0.0,5.0
Argentina,266.0,0.0,4.0,0.0,27.0,235.0,0.0,6.0
Croatia,254.0,0.0,1.0,0.0,5.0,248.0,5.0,62.0
Mexico,251.0,0.0,2.0,0.0,4.0,245.0,1.0,2.0
Lebanon,248.0,0.0,4.0,0.0,8.0,236.0,4.0,36.0
Iraq,233.0,0.0,20.0,0.0,57.0,156.0,0.0,6.0
Colombia,231.0,0.0,2.0,0.0,3.0,226.0,0.0,5.0
Serbia,222.0,0.0,2.0,0.0,2.0,218.0,4.0,25.0
Dominican Republic,202.0,0.0,3.0,0.0,0.0,199.0,0.0,19.0
Algeria,201.0,0.0,17.0,0.0,65.0,119.0,0.0,5.0
Armenia,194.0,0.0,0.0,0.0,2.0,192.0,6.0,65.0
Kuwait,188.0,0.0,0.0,0.0,30.0,158.0,5.0,44.0
Bulgaria,187.0,0.0,3.0,0.0,3.0,181.0,3.0,27.0
Slovakia,185.0,0.0,0.0,0.0,7.0,178.0,2.0,34.0
